 ! Swift/XRT lightcurve of trigger: 848890, name: GRB 180720B
 ! T0 for this burst is Swift MET=553789325.9 s, = 2018 Jul 20 at 14:21:44.587 UT
 ! Data covers 0.3-10 keV
 ! The data are in 5 columns:  ! time, time error (+ve), time error (-ve), source flux, source error
 ! For a detailed description of light curve production, see Evans et al. 2007 (A&A, 469, 379 )
 ! For a detailed description of the file, see
 ! http://www.swift.ac.uk/xrt_curves/docs.php
 ! This lightcurve was obtained from http://www.swift.ac.uk/xrt_curves/00848890
 ! BINMODE: GRB-like (counts)

! WTSLEW data
!Time    	T_+ve   	T_-ve   	Flux    	Fluxpos 	Fluxneg
741.024	0.344	-0.328	3.84786831e-09	4.92668994986797e-10	-12.6325352158913
741.721	0.365	-0.352	3.88681722e-09	4.87998015881688e-10	-12.512766468044
742.384	0.327	-0.299	4.4499351e-09	5.58698807625988e-10	-14.3256079285201
742.962	0.291	-0.250	3.53222532e-09	5.26553081605652e-10	-13.5013578831619
743.524	0.321	-0.271	3.22460892e-09	4.80696454878623e-10	-12.325544925909
744.161	0.356	-0.316	4.1866695e-09	5.1849463604211e-10	-13.2947307344401
744.865	0.325	-0.347	4.2295266e-09	5.16719051694253e-10	-13.2492071447637
745.437	0.324	-0.247	4.9805652e-09	6.08472543389798e-10	-15.6018641197519
746.065	0.390	-0.304	3.7103781e-09	4.853403529859e-10	-12.4446305188863
746.675	0.294	-0.220	5.5320759e-09	6.7585027374554e-10	-17.3295021349538
747.258	0.337	-0.289	3.72852948e-09	5.02754901458753e-10	-12.8911522726098
747.873	0.280	-0.277	3.88814673e-09	5.44449285011736e-10	-13.9602420456695
748.495	0.285	-0.343	4.4373576e-09	5.57119716246865e-10	-14.2851217140699
749.093	0.285	-0.313	3.09931206e-09	4.81251171244931e-10	-12.3397800634638
749.668	0.306	-0.290	4.7724222e-09	5.83043898674098e-10	-14.949850307639
750.278	0.390	-0.304	4.0163019e-09	5.04255083644276e-10	-12.9296194496699
750.939	0.271	-0.271	3.52063764e-09	5.24825778906316e-10	-13.4570720164707
751.559	0.305	-0.348	4.0472601e-09	5.44874841793273e-10	-13.9711519490657
752.186	0.279	-0.323	4.8994608e-09	5.94146720412679e-10	-15.2345321009081
752.791	0.314	-0.326	4.5058377e-09	5.58021902832194e-10	-14.3082579663318
753.465	0.322	-0.359	4.3425759e-09	5.26614785800307e-10	-13.5029493894583
754.055	0.303	-0.268	5.1052599e-09	6.23706807552504e-10	-15.9924792506679
754.690	0.341	-0.332	4.2913767e-09	5.3146194726587e-10	-13.6272322393539
755.365	0.281	-0.334	4.64022e-09	5.82589186699342e-10	-14.938184745975
755.966	0.343	-0.320	4.3488159e-09	5.38575433229839e-10	-13.8096218043808
756.560	0.291	-0.250	3.51123669e-09	5.45213429093483e-10	-13.979833590193
757.235	0.307	-0.385	4.2126357e-09	5.14655380803767e-10	-13.1962928266963
757.922	0.314	-0.380	4.1592564e-09	5.15099559605651e-10	-13.207691601108
758.518	0.242	-0.281	3.74366421e-09	5.58072671776148e-10	-14.3095470400198
759.035	0.238	-0.276	3.89311728e-09	5.74008838594667e-10	-14.7181738379883
759.636	0.290	-0.363	4.4652114e-09	5.45512408091703e-10	-13.9874865920906
760.261	0.319	-0.334	4.4199129e-09	5.47380366149779e-10	-14.0353939782208
760.920	0.277	-0.341	4.4832255e-09	5.86790667155195e-10	-15.0459102670074
761.453	0.245	-0.256	6.0712275e-09	7.25650563541207e-10	-18.6064252352259
761.947	0.259	-0.249	5.9216352e-09	7.12881168118977e-10	-18.2789999191093
762.501	0.284	-0.296	4.9780614e-09	6.16503992661379e-10	-15.8077938246207
763.139	0.334	-0.353	4.1660892e-09	5.23061267872108e-10	-13.4118260497097
763.742	0.277	-0.269	5.2381563e-09	6.57661513688747e-10	-16.8631241598542
764.334	0.357	-0.315	4.3423575e-09	5.3050335678045e-10	-13.6026408511974
765.036	0.347	-0.345	4.1767479e-09	5.17266098919157e-10	-13.2632349255866
765.702	0.275	-0.319	4.8645012e-09	6.02439830497947e-10	-15.4471798827315
766.245	0.295	-0.267	5.1416001e-09	6.36756878448456e-10	-16.3271074838777
766.869	0.345	-0.329	4.3308135e-09	5.29092674502308e-10	-13.5664821914058
767.539	0.309	-0.325	4.5638892e-09	5.65211187304495e-10	-14.4925955825729
768.150	0.302	-0.302	4.8276228e-09	5.89788064144184e-10	-15.1227670992084
768.814	0.319	-0.362	4.1988063e-09	5.27168969617208e-10	-13.5171559480974
769.412	0.312	-0.279	4.943913e-09	6.03995332093612e-10	-15.48705904137
770.054	0.344	-0.330	4.155372e-09	5.36341236897406e-10	-13.7523388540401
770.670	0.380	-0.271	4.4391945e-09	5.49768396851392e-10	-14.0966190208355
771.329	0.265	-0.279	5.3639781e-09	6.55314167504221e-10	-16.802926211914
771.960	0.326	-0.366	4.1767167e-09	5.17262236425515e-10	-13.2631275873293
772.639	0.284	-0.353	4.5848595e-09	5.60129481805132e-10	-14.3622979198475
773.219	0.282	-0.296	4.9962627e-09	6.18758010898447e-10	-15.8655942507533
773.786	0.299	-0.285	5.0693526e-09	6.14749068902413e-10	-15.7627961408648
774.371	0.267	-0.287	3.43131438e-09	5.32803555631464e-10	-13.6616253931232
774.964	0.293	-0.326	4.7077446e-09	5.75142683541629e-10	-14.7472363078407
775.621	0.372	-0.364	3.78010893e-09	4.72513580050851e-10	-12.1157386405307
776.284	0.343	-0.291	3.70918704e-09	5.04756586654835e-10	-12.9424714299235
776.947	0.298	-0.320	4.6734636e-09	5.78781188472439e-10	-14.8405390847941
777.553	0.236	-0.308	3.54164148e-09	5.38784300241716e-10	-13.8149792478272
778.057	0.289	-0.268	5.2341705e-09	6.39455493869065e-10	-16.3962962502816
778.639	0.232	-0.293	3.72998496e-09	5.56033244028401e-10	-14.2572599832887
779.208	0.383	-0.337	4.0451736e-09	4.94196459514169e-10	-12.6717084010079
779.935	0.361	-0.344	4.0951755e-09	5.0716352821031e-10	-13.0041981706299
780.660	0.352	-0.365	4.0652469e-09	4.96648929147072e-10	-12.7345876553229
781.320	0.292	-0.307	4.8615021e-09	5.93926797476138e-10	-15.2288947031503
781.915	0.265	-0.302	3.44940765e-09	5.14207427987179e-10	-13.1848053802161
782.463	0.279	-0.283	3.37702833e-09	5.24373929952241e-10	-13.4454873773076
783.033	0.302	-0.291	4.8701016e-09	6.03133908290659e-10	-15.4649687420473
783.628	0.259	-0.294	3.53809404e-09	5.27428077688633e-10	-13.5237951670818
784.188	0.247	-0.301	3.46566987e-09	5.38138034948526e-10	-13.7984162875467
784.683	0.305	-0.247	3.73387482e-09	5.49291005694206e-10	-14.0843794494917
785.265	0.238	-0.278	3.79560831e-09	5.65816009886821e-10	-14.5081021799764
785.834	0.251	-0.331	3.31534905e-09	5.04358910032673e-10	-12.9322774516875
786.351	0.271	-0.266	3.64482846e-09	5.43339069911687e-10	-13.9317650956143
786.934	0.324	-0.311	4.5907485e-09	5.60849233579978e-10	-14.3807438626302
787.474	0.287	-0.217	3.88949886e-09	5.79812411474638e-10	-14.8669834358713
788.033	0.287	-0.272	3.84210294e-09	5.53369812386364e-10	-14.1889700457226
788.599	0.276	-0.279	3.42150705e-09	5.31280745692199e-10	-13.622584503568
789.163	0.260	-0.288	5.3209533e-09	6.5005800413777e-10	-16.6681556391708
789.752	0.295	-0.329	4.5745713e-09	5.74347020260006e-10	-14.7268408332198
790.397	0.278	-0.350	4.6427355e-09	5.67200656152737e-10	-14.5436075331107
790.969	0.297	-0.294	4.9363314e-09	6.03068719490176e-10	-15.4633098504424
791.539	0.348	-0.273	3.73714302e-09	5.17231097871462e-10	-13.2623330786864
792.217	0.390	-0.331	3.86548617e-09	4.83185889557038e-10	-12.3893788818242
792.918	0.244	-0.311	3.52797471e-09	5.25919349943035e-10	-13.4851094763886
793.495	0.372	-0.333	4.0965951e-09	5.07339479681194e-10	-13.0087015050737
794.194	0.283	-0.327	3.73120761e-09	5.21425590652824e-10	-13.3698805923916
794.743	0.302	-0.266	3.8329629e-09	5.42062955816686e-10	-13.8990491693636
795.380	0.381	-0.336	3.82228002e-09	4.81562068956817e-10	-12.3477468597875
796.099	0.325	-0.337	4.3144569e-09	5.41689309831977e-10	-13.8894693272351
796.708	0.254	-0.285	3.52166724e-09	5.46833124284234e-10	-14.021358923499
797.304	0.333	-0.342	4.3224636e-09	5.28073014347693e-10	-13.5403296814267
797.892	0.278	-0.255	3.61229427e-09	5.49532779392821e-10	-14.0905833392169
798.504	0.282	-0.334	4.6387536e-09	5.82405213472497e-10	-14.9334619722453
799.110	0.341	-0.324	4.2469362e-09	5.4061061198288e-10	-13.8618060579631
799.800	0.317	-0.348	4.4455359e-09	5.39100533169779e-10	-13.8230895719585
800.432	0.313	-0.315	4.5466824e-09	5.70845429527288e-10	-14.6370580422229
801.058	0.242	-0.313	3.47329593e-09	5.28387080372003e-10	-13.5483853126243
801.635	0.348	-0.335	4.17963e-09	5.24761544588116e-10	-13.4554226822029
802.261	0.245	-0.278	3.68594538e-09	5.60737130131285e-10	-14.3778672060877
802.847	0.381	-0.341	3.81337203e-09	4.83515156359303e-10	-12.3978282407792
803.515	0.270	-0.286	5.1278565e-09	6.43812886501446e-10	-16.5080333618133
804.063	0.315	-0.278	3.25447902e-09	4.950987334379e-10	-12.6948379975334
804.734	0.380	-0.356	3.83884527e-09	4.7615020495458e-10	-12.2089798204731
805.479	0.275	-0.365	4.5068829e-09	5.58151469997545e-10	-14.3115650150575
806.098	0.347	-0.343	4.1827032e-09	5.18003090851865e-10	-13.2821349030713
806.797	0.337	-0.352	4.2567447e-09	5.23177655398757e-10	-13.4148089725702
807.438	0.318	-0.305	4.6842978e-09	5.7227778873027e-10	-14.6737943335675
808.071	0.231	-0.315	3.58684326e-09	5.34695224160861e-10	-13.7101288038122
808.599	0.251	-0.297	3.46731294e-09	5.38393355972031e-10	-13.8049513313165
809.184	0.368	-0.333	4.1190903e-09	5.10125335473039e-10	-13.0801306939873
809.823	0.344	-0.272	4.6904637e-09	5.80886614712114e-10	-14.894526734904
810.430	0.242	-0.263	3.8188215e-09	5.8095119671634e-10	-14.8961817474161
810.932	0.276	-0.259	5.6356092e-09	6.82418642742365e-10	-17.4979104056995
811.494	0.236	-0.286	3.75829857e-09	5.60253999395786e-10	-14.3654926030928
812.014	0.290	-0.285	5.0244558e-09	6.2224948876882e-10	-15.9551169039504
812.586	0.287	-0.282	3.89993799e-09	5.46100547570994e-10	-14.0025826595887
813.109	0.312	-0.236	3.70565091e-09	5.55699641354606e-10	-14.2487156185534
813.747	0.344	-0.326	4.3046484e-09	5.33105543831511e-10	-13.6693735020268
814.441	0.291	-0.350	4.554186e-09	5.56381976917166e-10	-14.2662108870376
815.105	0.320	-0.372	4.1720718e-09	5.16686504466245e-10	-13.2483730667552
815.692	0.280	-0.268	3.52125111e-09	5.3568222510426e-10	-13.7354456779508
816.223	0.260	-0.251	3.84317622e-09	5.66645551659751e-10	-14.5293691916925
816.761	0.240	-0.278	3.58705659e-09	5.56986597121371e-10	-14.2817068812568
817.295	0.229	-0.294	3.71318961e-09	5.6318465583205e-10	-14.4406303676375
817.813	0.250	-0.289	3.65361516e-09	5.62876668934004e-10	-14.4327328208467
818.305	0.318	-0.242	3.41689842e-09	5.09361007958564e-10	-13.0605432288838
818.920	0.257	-0.296	3.40859844e-09	5.1854468493736e-10	-13.2960191202007
819.487	0.271	-0.311	4.8511047e-09	6.00781030634058e-10	-15.4046413196127
820.047	0.275	-0.289	3.39529281e-09	5.06140254925601e-10	-12.9779565756441
820.659	0.359	-0.337	4.0985763e-09	5.0072085037393e-10	-12.8389951746237
821.361	0.246	-0.343	3.25175565e-09	4.84742967514123e-10	-12.4293071258958
821.921	0.340	-0.314	4.3105218e-09	5.33833198773986e-10	-13.6880277220843
822.577	0.254	-0.316	3.36347856e-09	5.01397765443896e-10	-12.8563514187875
823.133	0.362	-0.302	4.2527394e-09	5.2667716420614e-10	-13.5045429442042
823.831	0.257	-0.337	4.7493108e-09	5.88174661945416e-10	-15.08140558065
824.412	0.273	-0.323	3.21286953e-09	4.78946402514349e-10	-12.2806703779285
825.006	0.313	-0.321	3.02341299e-09	4.50703943426209e-10	-11.5565105260669
825.616	0.262	-0.298	5.0874291e-09	6.21528668865959e-10	-15.9366281879648
826.167	0.347	-0.288	4.4889156e-09	5.48408280679237e-10	-14.0617598044712
826.785	0.250	-0.271	3.72066045e-09	5.54643299619353e-10	-14.2216294559193
827.342	0.375	-0.307	4.2848871e-09	5.23481957023003e-10	-13.4226193191866
828.002	0.351	-0.286	4.5376461e-09	5.61960966354824e-10	-14.4092571637243
828.637	0.341	-0.284	4.6755267e-09	5.712062706185e-10	-14.6463237955031
829.292	0.321	-0.314	3.08750442e-09	4.60258070062144e-10	-11.8014884632763
829.868	0.300	-0.255	3.63361089e-09	5.59794685411591e-10	-14.3537168567831
830.483	0.328	-0.315	3.05329401e-09	4.55158264764044e-10	-11.6707246752701
831.099	0.344	-0.289	4.5632184e-09	5.6512798056787e-10	-14.4904667149729
831.764	0.358	-0.320	4.3075578e-09	5.26251948405331e-10	-13.4936363741747
832.392	0.361	-0.270	3.05804889e-09	4.65215939782597e-10	-11.9286128415121
833.020	0.247	-0.267	3.75642033e-09	5.71458254924021e-10	-14.6527739482151
833.564	0.321	-0.297	4.7294286e-09	5.77791747223018e-10	-14.815163627422
834.223	0.385	-0.339	3.86875203e-09	4.99346486096383e-10	-12.8037624990435
834.877	0.465	-0.268	3.78363531e-09	4.82704516783449e-10	-12.3770343065745
835.673	0.317	-0.331	4.5085482e-09	5.50806758710104e-10	-14.1232541285479
836.344	0.333	-0.354	4.3150341e-09	5.23274867728131e-10	-13.4172993800458
837.015	0.359	-0.339	4.1440815e-09	5.13220080798387e-10	-13.1594968717264
837.759	0.282	-0.385	2.89933566e-09	4.41071325302412e-10	-11.3095216324212
838.347	0.287	-0.306	3.31248021e-09	5.12442869883169e-10	-13.1395686993367
838.925	0.308	-0.291	3.78560715e-09	5.24969424649952e-10	-13.4607511374948
839.511	0.252	-0.279	3.70472895e-09	5.52268297981319e-10	-14.1607241394928
840.114	0.288	-0.351	4.5786156e-09	5.59366940876893e-10	-14.3427406243577
840.652	0.277	-0.250	3.72970065e-09	5.55990821368714e-10	-14.2561754714332
841.183	0.270	-0.255	3.74235108e-09	5.57876573260484e-10	-14.304529863298
841.760	0.275	-0.307	3.37612158e-09	5.03282485336956e-10	-12.904682452893
842.390	0.415	-0.356	3.70098573e-09	4.61900180471527e-10	-11.843604820267
843.135	0.316	-0.330	3.85238997e-09	5.10261630451123e-10	-13.0836325517497
843.766	0.306	-0.315	4.7099871e-09	5.75416434337996e-10	-14.754269890244
844.339	0.288	-0.267	3.53844036e-09	5.27479362839321e-10	-13.5251206186912
844.899	0.301	-0.272	5.1047529e-09	6.23644548036713e-10	-15.9908934577235
845.516	0.340	-0.316	4.454619e-09	5.44218127080607e-10	-13.9543123018348
846.181	0.321	-0.325	4.5281886e-09	5.53206314947077e-10	-14.1847772069456
846.820	0.364	-0.317	4.1612181e-09	5.29699045251437e-10	-13.5820320425766
847.431	0.263	-0.248	3.84666711e-09	5.73427221627616e-10	-14.7032655188922
847.990	0.221	-0.295	3.77111826e-09	5.62165176486311e-10	-14.4144933344428
848.491	0.333	-0.281	3.11552748e-09	4.64435302613716e-10	-11.9085984479956
849.164	0.345	-0.340	3.74233704e-09	4.86378805594808e-10	-12.4712427252364
849.775	0.276	-0.266	3.78412944e-09	5.50759490952758e-10	-14.1220348493689
850.400	0.345	-0.348	3.85838427e-09	4.86110826006659e-10	-12.4643795779994
851.076	0.212	-0.331	3.52403337e-09	5.25331696512242e-10	-13.470050197599
851.636	0.309	-0.348	4.2930186e-09	5.31665533396351e-10	-13.6324510426361
852.238	0.271	-0.293	3.39070914e-09	5.05457157488763e-10	-12.9604417872631
852.813	0.240	-0.305	3.59059623e-09	5.29404693074135e-10	-13.5744764260443
853.288	0.391	-0.235	3.25708851e-09	4.70120259446257e-10	-12.0543663499427
853.987	0.410	-0.307	3.71277465e-09	4.77561651467519e-10	-12.2451718620091
854.666	0.237	-0.270	3.77138502e-09	5.62204798890088e-10	-14.4155113594454
855.175	0.267	-0.272	3.54731637e-09	5.28802821985152e-10	-13.5590429802823
855.737	0.243	-0.295	3.55905732e-09	5.30552928477686e-10	-13.6039213441537
856.262	0.275	-0.282	3.43398393e-09	5.11907940064782e-10	-13.1258459349431
856.802	0.268	-0.265	3.52872312e-09	5.36819141486831e-10	-13.7645945699129
857.372	0.331	-0.302	4.4041413e-09	5.52948863368574e-10	-14.1781781654199
857.956	0.270	-0.253	3.65590836e-09	5.44990666274379e-10	-13.9741225423348
858.487	0.274	-0.260	3.59030256e-09	5.35210653490001e-10	-13.7233515833105
859.081	0.306	-0.320	4.6543575e-09	5.68620258586208e-10	-14.5800095109098
859.680	0.220	-0.294	3.75007932e-09	5.7049349916732e-10	-14.6280363724935
860.171	0.307	-0.271	5.0408358e-09	6.15836172266137e-10	-15.7906763038226
860.800	0.248	-0.321	3.4385325e-09	5.12586112857597e-10	-13.1432342226695
861.384	0.264	-0.336	3.26508039e-09	4.86729371321786e-10	-12.4802406776047
861.967	0.293	-0.319	3.25918515e-09	5.4844110560173e-10	-14.0625885018357
862.600	0.247	-0.340	3.33433971e-09	4.97054153074498e-10	-12.7449727641528
863.164	0.316	-0.317	4.5552429e-09	5.64140577075867e-10	-14.4651356756395
863.833	0.379	-0.352	3.9455793e-09	4.88637013443033e-10	-12.5291543434477
864.505	0.276	-0.294	3.33483072e-09	5.17821755262579e-10	-13.2774841624128
865.015	0.277	-0.234	3.83412705e-09	5.71557821980365e-10	-14.655335215572
865.570	0.312	-0.279	3.82980351e-09	5.31098231836735e-10	-13.6178983260665
866.146	0.263	-0.264	3.71733141e-09	5.54147072958562e-10	-14.208897526673
866.721	0.336	-0.312	3.02289e-09	4.50625876214339e-10	-11.5545141870573
867.365	0.339	-0.309	4.4551299e-09	5.51741872998233e-10	-14.1472214464914
867.977	0.261	-0.273	3.6124296e-09	5.49553157654943e-10	-14.0911071016883
868.493	0.298	-0.256	3.7992474e-09	5.52959558011969e-10	-14.1784546823452
869.046	0.270	-0.255	3.72993972e-09	5.56026406322053e-10	-14.2570956432014
869.597	0.382	-0.282	4.3921761e-09	5.36589911025847e-10	-13.7587151999676
870.217	0.348	-0.237	3.34449102e-09	4.98567442894416e-10	-12.7837734226506
870.809	0.281	-0.244	3.67376022e-09	5.58883145934711e-10	-14.3303432569876
871.346	0.259	-0.256	3.7370931e-09	5.68518034499735e-10	-14.5773829382419
871.912	0.357	-0.307	4.3032483e-09	5.4028144582574e-10	-13.8533684260653
872.546	0.239	-0.277	3.62258598e-09	5.74255022132267e-10	-14.7244887781866
873.060	0.318	-0.275	3.89176749e-09	5.34575450599655e-10	-13.7070662231006
873.658	0.321	-0.281	3.25536471e-09	4.85281240594683e-10	-12.4431070037451
874.256	0.253	-0.277	3.69242328e-09	5.50433963277592e-10	-14.1136859618097
874.806	0.327	-0.297	3.13487304e-09	4.6731916389999e-10	-11.982543290091
875.513	0.328	-0.380	4.1162784e-09	5.02883408110134e-10	-12.8944473178555
876.172	0.255	-0.330	3.34456746e-09	4.98578543985573e-10	-12.7840719590957
876.729	0.266	-0.302	3.39735903e-09	5.1683483784284e-10	-13.2521802857446
877.317	0.286	-0.323	3.21743487e-09	4.7962687012101e-10	-12.2981291008267
877.907	0.228	-0.304	3.51354315e-09	5.56969423193723e-10	-14.2812649052601
878.461	0.318	-0.326	4.5256536e-09	5.52896625870362e-10	-14.17684353411
879.086	0.336	-0.307	4.5382896e-09	5.5444059096474e-10	-14.2164217099475
879.678	0.323	-0.257	4.974489e-09	6.16061562373011e-10	-15.796455361893
880.293	0.233	-0.291	3.6164349e-09	5.61548577112384e-10	-14.3986793645463
880.803	0.308	-0.277	3.24266553e-09	5.03510815018899e-10	-12.9105272005311
881.424	0.308	-0.313	3.15199482e-09	4.69871698424743e-10	-12.0479916281551
882.029	0.315	-0.297	4.7612175e-09	5.8167519151278e-10	-14.9147506050257
882.629	0.263	-0.285	3.5176479e-09	5.35134069001549e-10	-13.7213886287512
883.191	0.272	-0.299	3.37509471e-09	5.13447755201421e-10	-13.1653316945552
883.796	0.395	-0.332	3.9638859e-09	4.90904282575391e-10	-12.5872917937046
884.490	0.413	-0.299	3.72792615e-09	4.77311831318759e-10	-12.2387734569288
885.174	0.254	-0.271	3.72901425e-09	5.55888570200309e-10	-14.2535515179147
885.777	0.339	-0.350	4.1463318e-09	5.2058071705747e-10	-13.3482279773706
886.370	0.278	-0.254	3.64976547e-09	5.6002881143797e-10	-14.3597153447183
886.923	0.273	-0.275	5.3177241e-09	6.49663258403445e-10	-16.658038793922
887.469	0.259	-0.273	3.67910556e-09	5.48448560565812e-10	-14.0627892078523
888.020	0.284	-0.292	3.39516645e-09	5.06121409190159e-10	-12.9774767593616
888.610	0.289	-0.305	3.29351022e-09	4.90967329530534e-10	-12.5889065549789
889.179	0.265	-0.281	3.74242479e-09	5.45888890232607e-10	-13.997145182825
889.761	0.397	-0.316	4.084353e-09	4.98983349186613e-10	-12.7944480520259
890.414	0.273	-0.256	3.75665784e-09	5.69777430955937e-10	-14.6096812801625
891.000	0.214	-0.313	3.79938624e-09	5.60188782295888e-10	-14.3638148694377
891.486	0.275	-0.273	3.51814749e-09	5.35210081725099e-10	-13.7233364559281
892.015	0.257	-0.253	3.83337006e-09	5.71445154648627e-10	-14.6524334834328
892.598	0.309	-0.327	4.5884592e-09	5.60569339161144e-10	-14.3735736300103
893.228	0.248	-0.321	3.30692271e-09	5.28459802616873e-10	-13.5502505370233
893.739	0.303	-0.263	3.84415434e-09	5.43645556691671e-10	-13.9396258409638
894.412	0.308	-0.370	2.84401299e-09	4.32655299134421e-10	-11.0937186047467
895.058	0.299	-0.338	4.4827575e-09	5.62819494957154e-10	-14.4312664922338
895.719	0.325	-0.362	4.3069377e-09	5.22293176535056e-10	-13.3921281594568
896.317	0.309	-0.273	5.0092614e-09	6.11978323210195e-10	-15.6917534147846
896.877	0.320	-0.251	3.42729933e-09	5.10911583290304e-10	-13.1002960560668
897.425	0.290	-0.228	3.80769051e-09	5.7267295603089e-10	-14.6839295736017
898.073	0.335	-0.359	4.2002727e-09	5.13144699980129e-10	-13.1575640325201
898.772	0.332	-0.364	2.72881947e-09	4.23722476581518e-10	-10.8646747957296
899.436	0.281	-0.332	4.6997886e-09	5.82041489418882e-10	-14.9241403502832
899.980	0.246	-0.262	3.61457031e-09	5.85071745578853e-10	-15.0018456004863
900.541	0.317	-0.315	3.09906558e-09	4.61981209161533e-10	-11.845673151413
901.153	0.260	-0.295	3.47297691e-09	5.28338298990271e-10	-13.5471401247265
901.754	0.215	-0.342	3.52279161e-09	5.25146737398258e-10	-13.4653017001485
902.247	0.265	-0.277	3.6153741e-09	5.38948081726454e-10	-13.8191811854117
902.868	0.331	-0.356	2.85671373e-09	4.25853772647307e-10	-10.9193285433441
903.497	0.248	-0.298	3.59182512e-09	5.35437780203067e-10	-13.7291726012284
903.973	0.283	-0.228	3.84227376e-09	5.72772322460633e-10	-14.6864672443497
904.512	0.260	-0.256	3.74515128e-09	5.69743880766567e-10	-14.6088228853901
905.050	0.277	-0.278	3.42760899e-09	5.32228229735311e-10	-13.6468765598316
905.609	0.259	-0.282	3.62726832e-09	5.40721077742841e-10	-13.8646423942532
906.132	0.280	-0.264	3.5491911e-09	5.39932855801166e-10	-13.8444320389741
906.691	0.262	-0.279	3.57253572e-09	5.43484255842766e-10	-13.93549488422
907.276	0.287	-0.323	4.7865441e-09	5.84769330490293e-10	-14.9940827192293
907.902	0.366	-0.338	4.1459145e-09	5.06504266235971e-10	-12.9872911845533
908.498	0.343	-0.230	3.6011352e-09	5.29763408426799e-10	-13.5836837396977
909.200	0.336	-0.359	4.1564289e-09	5.14749782271882e-10	-13.1987066349067
909.929	0.250	-0.392	3.00850875e-09	4.57679878041333e-10	-11.7353795612832
910.470	0.237	-0.291	3.82182567e-09	5.6840999993652e-10	-14.5746216225687
910.998	0.227	-0.291	3.78937923e-09	5.64887367661597e-10	-14.4842921247127
911.474	0.268	-0.250	3.87352407e-09	5.71119975095588e-10	-14.6441027795402
911.989	0.305	-0.247	3.53278653e-09	5.26636596013421e-10	-13.5035115400166
912.555	0.321	-0.261	3.86075001e-09	5.30314977909795e-10	-13.5978108853818
913.184	0.313	-0.308	3.07135608e-09	4.57850746813844e-10	-11.7397671723318
913.757	0.258	-0.260	3.57235827e-09	5.54704193506632e-10	-14.2231853584176
914.320	0.396	-0.305	4.0506531e-09	4.94866138054642e-10	-12.6888776445543
914.999	0.311	-0.283	3.16092894e-09	4.80867070059519e-10	-12.3299291270036
915.602	0.266	-0.292	3.41372187e-09	5.08887635672855e-10	-13.0484007171071
916.144	0.238	-0.276	3.65301924e-09	5.55728093728544e-10	-14.2494371880081
916.691	0.298	-0.309	3.14347371e-09	4.68601502246955e-10	-12.0154159817861
917.272	0.230	-0.282	3.80467893e-09	5.60969440916149e-10	-14.3838240458758
917.812	0.272	-0.310	3.27799602e-09	4.88654609325737e-10	-12.5296138342919
918.332	0.276	-0.249	3.82097898e-09	5.62105022992157e-10	-14.4129472265365
918.945	0.309	-0.336	4.307433e-09	5.4080743161118e-10	-13.8668522003818
919.601	0.326	-0.347	3.84399912e-09	4.9217359480465e-10	-12.6198390113327
920.178	0.263	-0.252	3.70908213e-09	5.52917236782187e-10	-14.1773605767899
920.692	0.279	-0.252	3.54276e-09	5.38954431267174e-10	-13.8193410319999
921.252	0.233	-0.281	3.59708076e-09	5.58543049152013e-10	-14.3216151367414
921.799	0.252	-0.314	3.37076337e-09	5.02483528321538e-10	-12.8842038010708
922.338	0.430	-0.287	3.9601653e-09	4.83811316428296e-10	-12.405411534869
923.026	0.266	-0.259	3.64423956e-09	5.43251034285707e-10	-13.9295157050256
923.662	0.365	-0.370	3.77959725e-09	4.71711487725882e-10	-12.0951610831646
924.297	0.276	-0.270	3.44989905e-09	5.24827708993548e-10	-13.4571153268757
924.898	0.332	-0.325	2.87024907e-09	4.366465374191e-10	-11.1960630820798
925.496	0.289	-0.266	3.44668311e-09	5.13801363460589e-10	-13.1743917683663
926.091	0.242	-0.306	3.49141767e-09	5.20469699100448e-10	-13.3453836914732
926.643	0.235	-0.310	3.46117356e-09	5.26542918973523e-10	-13.5010988502002
927.163	0.300	-0.285	3.26852097e-09	4.87242200517322e-10	-12.4933964612146
927.780	0.259	-0.318	3.16872465e-09	5.02308532800298e-10	-12.8797030971186
928.342	0.293	-0.303	3.85197696e-09	5.24187518428326e-10	-13.4407106225133
928.903	0.257	-0.268	3.64523718e-09	5.43399740445849e-10	-13.9333285079278
929.453	0.332	-0.293	4.5152757e-09	5.59190447804539e-10	-14.3382183003987
930.096	0.268	-0.312	3.24889305e-09	4.94248742834597e-10	-12.6730502120344
930.683	0.345	-0.319	2.79595953e-09	4.34147451982253e-10	-11.1319883064872
931.314	0.296	-0.286	4.8963993e-09	5.98190038412795e-10	-15.338213369814
931.963	0.332	-0.353	4.1586207e-09	5.08056499079832e-10	-13.0270875520308
932.550	0.257	-0.255	3.73382958e-09	5.56606296157131e-10	-14.2719655500099
933.163	0.229	-0.356	3.26852643e-09	4.87243005193331e-10	-12.4934147417488
933.649	0.282	-0.257	3.86214504e-09	5.57452623121797e-10	-14.2936571033745
934.220	0.289	-0.288	3.39567657e-09	5.06197529888844e-10	-12.9794226871576
934.738	0.322	-0.229	3.86449362e-09	5.52070341465143e-10	-14.1556600219388
935.352	0.252	-0.292	3.5411454e-09	5.38708925361777e-10	-13.8130454154548
935.874	0.312	-0.270	3.88796733e-09	5.39164063738416e-10	-13.8247177047967
